;;;;;;;;;;;;;;;;;;;;;;;Chambre 3;;Chambre 2;;Chambre 1;
START DATE;2023-10-25 12:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
END DATE;2023-10-25 14:00;;;;;;;;;;;;;;;;;;;;;;;;;;;
INTERVAL;10s;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;DATE;BU12;Text;T1;T2;L3;T3;T4;T5;L2;T6;T7;T8;L1;T9;T10;T11;BU11;T12;T13;V3 (in 3);V6 (out 3);V2 (in 2);V5 (out 2);V1 (in L1);V4 (out 1)
;;;;m3/h;;C;C;C;C;C;C;C;C;C;C;C;C;C;C;m3/h;C;C;1/0;1/0;1/0;1/0;1/0;1/0
;;;25-oct-23 12:00:00; 20,70  ; 9,77  ; 417,79  ; 154,73  ; 190,00  ; 540,99  ; 651,00  ; 754,22  ; 175,00  ; 441,56  ; 497,43  ; 596,13  ; 165,00  ; 379,57  ; 521,00  ; 618,00  ; 22,43  ; 820,72  ; 218,39  ;1;0;0;0;0;1
;;;25-oct-23 12:00:10; 20,70  ; 9,77  ; 417,33  ; 154,61  ; 190,00  ; 540,84  ; 651,00  ; 754,01  ; 175,00  ; 440,73  ; 496,86  ; 595,83  ; 165,00  ; 380,14  ; 522,00  ; 618,00  ; 22,20  ; 820,82  ; 218,53  ;1;0;0;0;0;1
;;;25-oct-23 12:00:20; 20,70  ; 9,77  ; 417,04  ; 154,62  ; 191,00  ; 540,39  ; 650,00  ; 753,47  ; 175,00  ; 439,77  ; 496,24  ; 595,27  ; 165,00  ; 380,73  ; 523,00  ; 618,00  ; 18,60  ; 820,93  ; 218,48  ;1;0;0;0;0;1
;;;25-oct-23 12:00:30; 20,70  ; 9,77  ; 416,83  ; 154,70  ; 191,00  ; 539,90  ; 649,00  ; 752,90  ; 174,00  ; 439,20  ; 495,75  ; 594,70  ; 165,00  ; 381,30  ; 524,00  ; 619,00  ; 14,70  ; 821,00  ; 218,41  ;1;0;0;0;0;1
;;;25-oct-23 12:00:40; 20,70  ; 9,77  ; 416,71  ; 154,77  ; 191,00  ; 539,03  ; 647,00  ; 752,20  ; 174,00  ; 438,55  ; 495,14  ; 594,17  ; 165,00  ; 382,33  ; 526,00  ; 620,00  ; 13,70  ; 821,22  ; 218,17  ;1;0;0;0;0;1
;;;25-oct-23 12:00:50; 20,70  ; 9,77  ; 416,57  ; 154,68  ; 191,00  ; 538,20  ; 646,00  ; 751,43  ; 174,00  ; 437,86  ; 494,73  ; 593,67  ; 165,00  ; 383,37  ; 527,00  ; 621,00  ; 13,25  ; 821,13  ; 217,88  ;1;0;0;0;0;1
;;;25-oct-23 12:01:00; 20,70  ; 9,77  ; 416,21  ; 154,80  ; 190,00  ; 537,12  ; 646,00  ; 750,51  ; 174,00  ; 437,40  ; 494,31  ; 593,20  ; 165,00  ; 384,38  ; 528,00  ; 622,00  ; 12,70  ; 821,04  ; 217,47  ;1;0;0;0;0;1
;;;25-oct-23 12:01:10; 20,70  ; 9,77  ; 415,87  ; 154,71  ; 190,00  ; 535,30  ; 644,00  ; 749,48  ; 173,00  ; 436,64  ; 493,77  ; 592,84  ; 166,00  ; 385,48  ; 530,00  ; 623,00  ; 11,80  ; 820,84  ; 217,14  ;1;0;0;0;0;1
;;;25-oct-23 12:01:20; 20,70  ; 9,77  ; 415,55  ; 154,63  ; 190,00  ; 533,71  ; 642,00  ; 748,31  ; 173,00  ; 436,17  ; 493,41  ; 592,46  ; 166,00  ; 386,66  ; 531,00  ; 625,00  ; 12,40  ; 820,59  ; 216,87  ;1;0;0;1;0;0
;;;25-oct-23 12:01:30; 20,70  ; 9,77  ; 415,21  ; 154,77  ; 189,00  ; 532,12  ; 640,00  ; 747,03  ; 173,00  ; 436,18  ; 493,69  ; 592,50  ; 166,00  ; 387,68  ; 532,00  ; 626,00  ; 10,90  ; 820,41  ; 216,51  ;0;0;0;1;1;0
;;;25-oct-23 12:01:40; 20,70  ; 9,77  ; 415,02  ; 154,72  ; 189,00  ; 530,84  ; 639,00  ; 746,04  ; 173,00  ; 436,39  ; 494,43  ; 592,76  ; 167,00  ; 388,36  ; 533,00  ; 627,00  ; 11,50  ; 820,12  ; 216,14  ;0;0;0;1;1;0
;;;25-oct-23 12:01:50; 20,70  ; 9,77  ; 414,76  ; 154,78  ; 189,00  ; 529,76  ; 638,00  ; 745,08  ; 173,00  ; 436,84  ; 495,24  ; 593,04  ; 167,00  ; 388,76  ; 533,00  ; 627,00  ; 10,95  ; 819,56  ; 215,58  ;0;0;0;1;1;0
;;;25-oct-23 12:02:00; 20,70  ; 9,77  ; 414,58  ; 154,70  ; 188,00  ; 528,92  ; 638,00  ; 744,34  ; 173,00  ; 437,46  ; 496,24  ; 593,56  ; 167,00  ; 389,08  ; 533,00  ; 628,00  ; 10,50  ; 818,82  ; 215,02  ;0;0;0;1;1;0
;;;25-oct-23 12:02:10; 20,70  ; 9,77  ; 414,43  ; 154,68  ; 188,00  ; 528,01  ; 637,00  ; 743,71  ; 173,00  ; 438,29  ; 497,69  ; 594,15  ; 167,00  ; 389,08  ; 533,00  ; 628,00  ; 11,15  ; 817,51  ; 214,55  ;0;0;0;1;1;0
;;;25-oct-23 12:02:20; 20,70  ; 9,77  ; 414,15  ; 154,62  ; 187,00  ; 527,19  ; 636,00  ; 743,19  ; 173,00  ; 439,22  ; 499,13  ; 594,91  ; 167,00  ; 388,86  ; 533,00  ; 628,00  ; 12,10  ; 816,49  ; 214,10  ;0;0;0;1;1;0
;;;25-oct-23 12:02:30; 20,70  ; 9,77  ; 414,01  ; 154,77  ; 187,00  ; 526,48  ; 636,00  ; 742,55  ; 173,00  ; 440,45  ; 500,55  ; 595,82  ; 167,00  ; 388,72  ; 532,00  ; 628,00  ; 12,20  ; 815,35  ; 213,68  ;0;0;0;1;1;0
;;;25-oct-23 12:02:40; 20,70  ; 9,77  ; 413,82  ; 154,75  ; 186,00  ; 525,95  ; 635,00  ; 742,25  ; 173,00  ; 441,76  ; 502,12  ; 596,61  ; 167,00  ; 388,25  ; 531,00  ; 628,00  ; 13,80  ; 814,29  ; 213,17  ;0;0;0;1;1;0
;;;25-oct-23 12:02:50; 20,70  ; 9,77  ; 413,67  ; 154,76  ; 186,00  ; 525,29  ; 635,00  ; 741,57  ; 173,00  ; 443,08  ; 503,90  ; 597,65  ; 167,00  ; 387,77  ; 530,00  ; 627,00  ; 15,80  ; 813,25  ; 212,88  ;0;0;0;1;1;0
;;;25-oct-23 12:03:00; 20,70  ; 9,77  ; 413,55  ; 154,78  ; 186,00  ; 524,91  ; 635,00  ; 741,25  ; 174,00  ; 444,68  ; 505,68  ; 598,69  ; 167,00  ; 387,21  ; 530,00  ; 626,00  ; 16,86  ; 812,11  ; 212,57  ;0;0;0;1;1;0
;;;25-oct-23 12:03:10; 20,70  ; 9,77  ; 413,43  ; 154,74  ; 186,00  ; 524,37  ; 634,00  ; 740,84  ; 174,00  ; 446,23  ; 507,49  ; 599,89  ; 167,00  ; 386,54  ; 528,00  ; 625,00  ; 18,10  ; 811,34  ; 212,36  ;0;0;0;1;1;0
;;;25-oct-23 12:03:20; 20,70  ; 9,77  ; 413,23  ; 154,72  ; 186,00  ; 524,02  ; 634,00  ; 740,66  ; 174,00  ; 447,77  ; 509,20  ; 601,13  ; 167,00  ; 385,73  ; 527,00  ; 625,00  ; 20,90  ; 810,33  ; 212,19  ;0;1;0;0;1;0
;;;25-oct-23 12:03:30; 20,70  ; 9,77  ; 412,93  ; 154,70  ; 185,00  ; 524,30  ; 634,00  ; 740,90  ; 175,00  ; 449,10  ; 510,50  ; 602,20  ; 167,00  ; 384,80  ; 526,00  ; 624,00  ; 23,40  ; 809,50  ; 212,18  ;0;1;1;0;0;0
;;;25-oct-23 12:03:40; 20,70  ; 9,77  ; 412,81  ; 154,78  ; 185,00  ; 524,86  ; 635,00  ; 741,48  ; 175,00  ; 450,06  ; 511,11  ; 603,16  ; 167,00  ; 383,94  ; 525,00  ; 623,00  ; 25,07  ; 809,24  ; 212,05  ;0;1;1;0;0;0
;;;25-oct-23 12:03:50; 20,70  ; 9,77  ; 412,67  ; 154,72  ; 185,00  ; 525,42  ; 636,00  ; 742,15  ; 175,00  ; 450,75  ; 511,18  ; 603,82  ; 167,00  ; 383,18  ; 524,00  ; 622,00  ; 26,03  ; 809,65  ; 212,08  ;0;1;1;0;0;0
;;;25-oct-23 12:04:00; 20,70  ; 9,77  ; 412,59  ; 154,81  ; 185,00  ; 526,29  ; 637,00  ; 743,18  ; 175,00  ; 450,99  ; 510,90  ; 604,09  ; 167,00  ; 382,51  ; 523,00  ; 621,00  ; 25,70  ; 810,49  ; 212,15  ;0;1;1;0;0;0
;;;25-oct-23 12:04:10; 20,70  ; 9,77  ; 412,56  ; 154,76  ; 185,00  ; 527,33  ; 638,00  ; 744,13  ; 175,00  ; 450,92  ; 510,24  ; 604,13  ; 167,00  ; 382,04  ; 522,00  ; 621,00  ; 26,20  ; 811,63  ; 212,45  ;0;1;1;0;0;0
;;;25-oct-23 12:04:20; 20,70  ; 9,77  ; 412,52  ; 154,76  ; 185,00  ; 528,38  ; 640,00  ; 745,26  ; 175,00  ; 450,67  ; 509,34  ; 603,94  ; 167,00  ; 381,57  ; 522,00  ; 620,00  ; 25,47  ; 812,78  ; 212,71  ;0;1;1;0;0;0
;;;25-oct-23 12:04:30; 20,70  ; 9,77  ; 412,53  ; 154,75  ; 186,00  ; 529,99  ; 641,00  ; 746,39  ; 175,00  ; 450,21  ; 508,51  ; 603,51  ; 167,00  ; 381,01  ; 522,00  ; 620,00  ; 26,06  ; 813,98  ; 213,09  ;0;1;1;0;0;0
;;;25-oct-23 12:04:40; 20,70  ; 9,77  ; 412,56  ; 154,87  ; 186,00  ; 531,38  ; 642,00  ; 747,62  ; 175,00  ; 449,68  ; 507,32  ; 602,94  ; 166,00  ; 380,48  ; 521,00  ; 619,00  ; 25,37  ; 815,18  ; 213,52  ;0;1;1;0;0;0
;;;25-oct-23 12:04:50; 20,70  ; 9,77  ; 412,55  ; 154,80  ; 186,00  ; 533,00  ; 644,00  ; 748,88  ; 175,00  ; 448,89  ; 506,17  ; 602,28  ; 166,00  ; 380,07  ; 521,00  ; 618,00  ; 25,50  ; 816,35  ; 214,25  ;0;1;1;0;0;0
;;;25-oct-23 12:05:00; 20,70  ; 9,77  ; 412,50  ; 154,87  ; 187,00  ; 534,65  ; 645,00  ; 750,63  ; 175,00  ; 448,03  ; 504,85  ; 601,62  ; 166,00  ; 379,65  ; 520,00  ; 618,00  ; 25,26  ; 817,29  ; 214,98  ;0;1;1;0;0;0
;;;25-oct-23 12:05:10; 20,70  ; 9,77  ; 412,53  ; 154,76  ; 188,00  ; 536,47  ; 647,00  ; 751,84  ; 175,00  ; 447,10  ; 503,50  ; 600,77  ; 166,00  ; 379,23  ; 520,00  ; 618,00  ; 25,10  ; 818,33  ; 215,83  ;0;1;1;0;0;0
;;;25-oct-23 12:05:20; 20,70  ; 9,79  ; 412,79  ; 154,77  ; 188,00  ; 537,97  ; 649,00  ; 753,27  ; 175,00  ; 445,80  ; 501,97  ; 599,40  ; 166,00  ; 378,78  ; 519,00  ; 617,00  ; 25,10  ; 819,43  ; 216,77  ;0;0;1;0;0;1
;;;25-oct-23 12:05:30; 20,70  ; 9,81  ; 412,70  ; 154,80  ; 189,00  ; 539,40  ; 650,00  ; 753,93  ; 175,00  ; 444,70  ; 500,50  ; 598,30  ; 166,00  ; 378,84  ; 520,00  ; 617,00  ; 25,63  ; 819,70  ; 217,30  ;1;0;0;0;0;1
;;;25-oct-23 12:05:40; 20,70  ; 9,83  ; 412,62  ; 154,87  ; 190,00  ; 540,16  ; 651,00  ; 754,26  ; 175,00  ; 443,18  ; 498,81  ; 597,44  ; 165,00  ; 378,86  ; 520,00  ; 617,00  ; 25,70  ; 820,12  ; 218,02  ;1;0;0;0;0;1
;;;25-oct-23 12:05:50; 20,70  ; 9,85  ; 412,69  ; 154,84  ; 190,00  ; 540,71  ; 651,00  ; 754,48  ; 175,00  ; 442,13  ; 497,87  ; 596,73  ; 165,00  ; 379,07  ; 520,00  ; 617,00  ; 23,20  ; 820,34  ; 218,31  ;1;0;0;0;0;1
;;;25-oct-23 12:06:00; 20,70  ; 9,87  ; 412,60  ; 154,80  ; 191,00  ; 540,90  ; 650,00  ; 754,17  ; 175,00  ; 441,29  ; 497,29  ; 596,20  ; 165,00  ; 379,40  ; 521,00  ; 617,00  ; 21,78  ; 820,45  ; 218,50  ;1;0;0;0;0;1
;;;25-oct-23 12:06:10; 20,70  ; 9,89  ; 412,51  ; 154,77  ; 191,00  ; 540,83  ; 650,00  ; 753,97  ; 175,00  ; 440,67  ; 496,63  ; 595,67  ; 165,00  ; 379,97  ; 522,00  ; 618,00  ; 20,20  ; 820,67  ; 218,51  ;1;0;0;0;0;1
;;;25-oct-23 12:06:20; 20,70  ; 9,91  ; 412,42  ; 154,77  ; 191,00  ; 540,27  ; 649,00  ; 753,57  ; 174,00  ; 439,84  ; 496,14  ; 595,07  ; 165,00  ; 380,56  ; 523,00  ; 619,00  ; 19,20  ; 820,63  ; 218,47  ;1;0;0;0;0;1
;;;25-oct-23 12:06:30; 20,70  ; 9,92  ; 412,44  ; 154,72  ; 191,00  ; 539,70  ; 649,00  ; 753,00  ; 174,00  ; 439,10  ; 495,65  ; 594,55  ; 165,00  ; 381,40  ; 524,00  ; 619,00  ; 16,30  ; 820,80  ; 218,32  ;1;0;0;0;0;1
;;;25-oct-23 12:06:40; 20,70  ; 9,94  ; 412,43  ; 154,77  ; 191,00  ; 538,86  ; 648,00  ; 752,23  ; 174,00  ; 438,46  ; 495,13  ; 594,17  ; 165,00  ; 382,28  ; 526,00  ; 620,00  ; 14,77  ; 820,82  ; 218,27  ;1;0;0;0;0;1
;;;25-oct-23 12:06:50; 20,70  ; 9,96  ; 412,56  ; 154,72  ; 191,00  ; 537,89  ; 646,00  ; 751,39  ; 174,00  ; 437,83  ; 494,63  ; 593,76  ; 166,00  ; 383,21  ; 527,00  ; 621,00  ; 13,13  ; 820,83  ; 217,93  ;1;0;0;0;0;1
;;;25-oct-23 12:07:00; 20,70  ; 9,98  ; 412,54  ; 154,76  ; 191,00  ; 536,78  ; 645,00  ; 750,27  ; 174,00  ; 437,39  ; 494,28  ; 593,20  ; 166,00  ; 384,22  ; 528,00  ; 622,00  ; 12,57  ; 820,74  ; 217,69  ;1;0;0;0;0;1
;;;25-oct-23 12:07:10; 19,91  ; 10,00  ; 412,59  ; 154,84  ; 190,00  ; 535,30  ; 643,00  ; 749,17  ; 174,00  ; 436,75  ; 493,82  ; 592,82  ; 166,00  ; 385,23  ; 530,00  ; 624,00  ; 12,00  ; 820,76  ; 217,32  ;1;0;0;0;0;1
;;;25-oct-23 12:07:20; 19,98  ; 10,02  ; 412,26  ; 154,71  ; 190,00  ; 533,67  ; 642,00  ; 748,07  ; 174,00  ; 436,26  ; 493,54  ; 592,33  ; 166,00  ; 386,73  ; 531,00  ; 625,00  ; 11,88  ; 820,76  ; 216,88  ;1;0;0;1;0;0
;;;25-oct-23 12:07:30; 20,05  ; 10,04  ; 411,59  ; 154,89  ; 190,00  ; 531,98  ; 640,00  ; 746,88  ; 173,00  ; 436,19  ; 493,82  ; 592,31  ; 167,00  ; 387,72  ; 532,00  ; 626,00  ; 11,40  ; 820,45  ; 216,39  ;0;0;0;1;1;0
;;;25-oct-23 12:07:40; 20,12  ; 10,06  ; 410,97  ; 154,73  ; 189,00  ; 530,76  ; 639,00  ; 745,93  ; 173,00  ; 436,51  ; 494,37  ; 592,72  ; 167,00  ; 388,27  ; 533,00  ; 627,00  ; 10,84  ; 819,97  ; 216,00  ;0;0;0;1;1;0
;;;25-oct-23 12:07:50; 20,19  ; 10,08  ; 409,96  ; 154,71  ; 189,00  ; 529,39  ; 638,00  ; 745,09  ; 173,00  ; 436,77  ; 495,34  ; 593,06  ; 167,00  ; 388,74  ; 533,00  ; 627,00  ; 11,07  ; 819,26  ; 215,53  ;0;0;0;1;1;0
;;;25-oct-23 12:08:00; 20,26  ; 10,10  ; 409,30  ; 154,87  ; 189,00  ; 528,60  ; 638,00  ; 744,40  ; 173,00  ; 437,60  ; 496,40  ; 593,40  ; 167,00  ; 388,99  ; 533,00  ; 627,00  ; 11,44  ; 818,40  ; 214,90  ;0;0;0;1;1;0
;;;25-oct-23 12:08:10; 20,33  ; 10,12  ; 408,47  ; 154,72  ; 188,00  ; 527,87  ; 637,00  ; 743,74  ; 173,00  ; 438,43  ; 497,65  ; 594,16  ; 167,00  ; 388,93  ; 533,00  ; 628,00  ; 11,45  ; 817,54  ; 214,56  ;0;0;0;1;1;0
;;;25-oct-23 12:08:20; 20,39  ; 10,14  ; 407,87  ; 154,79  ; 188,00  ; 527,17  ; 636,00  ; 743,07  ; 173,00  ; 439,38  ; 499,10  ; 594,95  ; 167,00  ; 388,95  ; 532,00  ; 628,00  ; 11,36  ; 816,55  ; 214,07  ;0;0;0;1;1;0
;;;25-oct-23 12:08:30; 20,46  ; 10,16  ; 407,12  ; 154,72  ; 187,00  ; 526,44  ; 636,00  ; 742,51  ; 173,00  ; 440,48  ; 500,46  ; 595,88  ; 167,00  ; 388,51  ; 532,00  ; 628,00  ; 12,20  ; 815,44  ; 213,74  ;0;0;0;1;1;0
;;;25-oct-23 12:08:40; 20,53  ; 10,18  ; 406,49  ; 154,78  ; 187,00  ; 525,84  ; 636,00  ; 742,04  ; 173,00  ; 441,78  ; 502,33  ; 596,81  ; 168,00  ; 388,04  ; 531,00  ; 627,00  ; 13,30  ; 814,19  ; 213,37  ;0;0;0;1;1;0
;;;25-oct-23 12:08:50; 20,60  ; 10,19  ; 405,85  ; 154,72  ; 186,00  ; 525,34  ; 635,00  ; 741,57  ; 174,00  ; 443,37  ; 504,07  ; 597,80  ; 167,00  ; 387,78  ; 531,00  ; 627,00  ; 15,50  ; 813,03  ; 213,04  ;0;0;0;1;1;0
;;;25-oct-23 12:09:00; 21,17  ; 10,21  ; 405,77  ; 154,77  ; 186,00  ; 524,72  ; 635,00  ; 741,11  ; 174,00  ; 444,87  ; 505,86  ; 598,78  ; 167,00  ; 386,92  ; 529,00  ; 626,00  ; 16,60  ; 811,82  ; 212,55  ;0;0;0;1;1;0
;;;25-oct-23 12:09:10; 21,14  ; 10,23  ; 406,07  ; 154,84  ; 186,00  ; 524,32  ; 634,00  ; 740,77  ; 174,00  ; 446,44  ; 507,91  ; 600,21  ; 168,00  ; 386,26  ; 528,00  ; 625,00  ; 18,67  ; 810,69  ; 212,63  ;0;0;0;1;1;0
;;;25-oct-23 12:09:20; 21,11  ; 10,25  ; 406,52  ; 154,78  ; 186,00  ; 524,03  ; 634,00  ; 740,66  ; 174,00  ; 448,13  ; 509,59  ; 601,29  ; 167,00  ; 385,47  ; 527,00  ; 625,00  ; 23,05  ; 809,81  ; 212,36  ;0;1;0;0;1;0
;;;25-oct-23 12:09:30; 21,08  ; 10,27  ; 407,12  ; 154,70  ; 185,00  ; 524,31  ; 634,00  ; 740,95  ; 175,00  ; 449,41  ; 510,71  ; 602,32  ; 167,00  ; 384,47  ; 525,00  ; 623,00  ; 24,50  ; 808,99  ; 212,11  ;0;1;1;0;0;0
;;;25-oct-23 12:09:40; 21,05  ; 10,29  ; 407,75  ; 154,88  ; 185,00  ; 524,78  ; 635,00  ; 741,48  ; 175,00  ; 450,18  ; 511,06  ; 603,25  ; 167,00  ; 383,75  ; 524,00  ; 623,00  ; 25,90  ; 808,89  ; 212,18  ;0;1;1;0;0;0
;;;25-oct-23 12:09:50; 21,01  ; 10,31  ; 408,41  ; 154,84  ; 185,00  ; 525,38  ; 636,00  ; 742,38  ; 175,00  ; 450,64  ; 510,97  ; 603,64  ; 167,00  ; 383,02  ; 524,00  ; 622,00  ; 26,65  ; 809,38  ; 212,15  ;0;1;1;0;0;0
;;;25-oct-23 12:10:00; 19,90  ; 10,33  ; 408,91  ; 154,79  ; 185,00  ; 526,42  ; 637,00  ; 743,21  ; 175,00  ; 450,96  ; 510,79  ; 603,95  ; 167,00  ; 382,48  ; 523,00  ; 621,00  ; 26,55  ; 810,23  ; 212,28  ;0;1;1;0;0;0
;;;25-oct-23 12:10:10; 19,90  ; 10,35  ; 408,86  ; 154,78  ; 185,00  ; 527,39  ; 637,00  ; 744,30  ; 175,00  ; 450,86  ; 510,00  ; 604,10  ; 167,00  ; 381,80  ; 523,00  ; 621,00  ; 26,63  ; 811,30  ; 212,50  ;0;1;1;0;0;0
;;;25-oct-23 12:10:20; 19,90  ; 10,37  ; 408,63  ; 154,83  ; 185,00  ; 528,63  ; 639,00  ; 745,27  ; 175,00  ; 450,62  ; 509,27  ; 603,83  ; 167,00  ; 381,37  ; 522,00  ; 620,00  ; 26,70  ; 812,60  ; 212,78  ;0;1;1;0;0;0
;;;25-oct-23 12:10:30; 19,91  ; 10,39  ; 408,27  ; 154,81  ; 186,00  ; 529,90  ; 641,00  ; 746,34  ; 175,00  ; 450,16  ; 508,33  ; 603,37  ; 167,00  ; 380,97  ; 522,00  ; 619,00  ; 26,40  ; 813,87  ; 213,14  ;0;1;1;0;0;0
;;;25-oct-23 12:10:40; 19,91  ; 10,41  ; 407,70  ; 154,90  ; 186,00  ; 531,31  ; 642,00  ; 747,91  ; 176,00  ; 449,59  ; 507,29  ; 602,70  ; 167,00  ; 380,50  ; 521,00  ; 619,00  ; 26,40  ; 815,11  ; 213,70  ;0;1;1;0;0;0
;;;25-oct-23 12:10:50; 19,91  ; 10,43  ; 407,21  ; 154,81  ; 187,00  ; 532,96  ; 644,00  ; 749,15  ; 176,00  ; 448,83  ; 506,04  ; 602,31  ; 166,00  ; 380,01  ; 520,00  ; 618,00  ; 25,90  ; 816,29  ; 214,49  ;0;1;1;0;0;0
;;;25-oct-23 12:11:00; 19,91  ; 10,45  ; 406,64  ; 154,76  ; 187,00  ; 534,79  ; 645,00  ; 750,77  ; 176,00  ; 448,03  ; 504,73  ; 601,27  ; 166,00  ; 379,44  ; 520,00  ; 618,00  ; 26,00  ; 817,42  ; 215,08  ;0;1;1;0;0;0
;;;25-oct-23 12:11:10; 19,91  ; 10,47  ; 406,17  ; 154,77  ; 188,00  ; 536,50  ; 647,00  ; 752,25  ; 176,00  ; 446,97  ; 503,32  ; 600,17  ; 166,00  ; 379,17  ; 519,00  ; 618,00  ; 25,50  ; 818,55  ; 215,93  ;0;1;1;0;0;0
;;;25-oct-23 12:11:20; 19,92  ; 10,48  ; 405,62  ; 154,80  ; 189,00  ; 538,23  ; 648,00  ; 753,26  ; 176,00  ; 445,74  ; 501,54  ; 599,34  ; 166,00  ; 378,65  ; 519,00  ; 617,00  ; 25,80  ; 819,44  ; 216,95  ;0;0;1;0;0;1
;;;25-oct-23 12:11:30; 19,92  ; 10,50  ; 405,05  ; 154,74  ; 189,00  ; 539,45  ; 650,00  ; 753,88  ; 176,00  ; 444,29  ; 499,89  ; 598,19  ; 165,00  ; 378,75  ; 520,00  ; 617,00  ; 24,50  ; 819,85  ; 217,65  ;1;0;0;0;0;1
;;;25-oct-23 12:11:40; 19,92  ; 10,52  ; 404,47  ; 154,70  ; 190,00  ; 540,23  ; 651,00  ; 754,37  ; 175,00  ; 443,11  ; 498,84  ; 597,14  ; 165,00  ; 378,93  ; 520,00  ; 617,00  ; 23,50  ; 820,10  ; 218,03  ;1;0;0;0;0;1
;;;25-oct-23 12:11:50; 19,92  ; 10,54  ; 404,10  ; 154,62  ; 190,00  ; 540,74  ; 651,00  ; 754,27  ; 175,00  ; 442,19  ; 497,80  ; 596,60  ; 165,00  ; 379,20  ; 521,00  ; 617,00  ; 22,70  ; 820,17  ; 218,40  ;1;0;0;0;0;1
;;;25-oct-23 12:12:00; 19,92  ; 10,56  ; 403,75  ; 154,74  ; 191,00  ; 540,71  ; 650,00  ; 754,24  ; 175,00  ; 441,25  ; 497,12  ; 596,12  ; 165,00  ; 379,62  ; 521,00  ; 617,00  ; 22,00  ; 820,43  ; 218,58  ;1;0;0;0;0;1
;;;25-oct-23 12:12:10; 19,92  ; 10,58  ; 403,33  ; 154,76  ; 191,00  ; 540,50  ; 650,00  ; 753,95  ; 175,00  ; 440,35  ; 496,55  ; 595,45  ; 165,00  ; 380,05  ; 522,00  ; 618,00  ; 20,85  ; 820,62  ; 218,57  ;1;0;0;0;0;1
;;;25-oct-23 12:12:20; 19,93  ; 10,60  ; 402,97  ; 154,78  ; 191,00  ; 540,09  ; 649,00  ; 753,49  ; 175,00  ; 439,69  ; 495,99  ; 594,99  ; 165,00  ; 380,61  ; 523,00  ; 618,00  ; 17,95  ; 820,71  ; 218,50  ;1;0;0;0;0;1
;;;25-oct-23 12:12:30; 19,93  ; 10,62  ; 402,66  ; 154,70  ; 191,00  ; 539,52  ; 648,00  ; 752,92  ; 175,00  ; 438,94  ; 495,52  ; 594,42  ; 165,00  ; 381,38  ; 525,00  ; 619,00  ; 15,63  ; 820,86  ; 218,44  ;1;0;0;0;0;1
;;;25-oct-23 12:12:40; 19,93  ; 10,64  ; 402,35  ; 154,81  ; 191,00  ; 538,63  ; 647,00  ; 752,31  ; 174,00  ; 438,41  ; 495,05  ; 594,03  ; 165,00  ; 382,29  ; 526,00  ; 620,00  ; 13,55  ; 820,85  ; 218,19  ;1;0;0;0;0;1
;;;25-oct-23 12:12:50; 19,93  ; 10,66  ; 402,00  ; 154,87  ; 191,00  ; 537,79  ; 646,00  ; 751,29  ; 174,00  ; 437,90  ; 494,59  ; 593,60  ; 166,00  ; 383,11  ; 527,00  ; 621,00  ; 13,73  ; 820,84  ; 217,95  ;1;0;0;0;0;1
;;;25-oct-23 12:13:00; 19,93  ; 10,68  ; 401,67  ; 154,71  ; 191,00  ; 536,61  ; 645,00  ; 750,24  ; 174,00  ; 437,34  ; 494,07  ; 593,12  ; 166,00  ; 384,23  ; 528,00  ; 622,00  ; 12,43  ; 820,76  ; 217,77  ;1;0;0;0;0;1
;;;25-oct-23 12:13:10; 19,94  ; 10,70  ; 401,33  ; 154,75  ; 191,00  ; 535,00  ; 643,00  ; 749,14  ; 174,00  ; 436,57  ; 493,67  ; 592,57  ; 166,00  ; 385,66  ; 530,00  ; 623,00  ; 12,04  ; 820,64  ; 217,28  ;1;0;0;0;0;1
;;;25-oct-23 12:13:20; 19,94  ; 10,72  ; 401,10  ; 154,71  ; 190,00  ; 533,55  ; 641,00  ; 747,95  ; 174,00  ; 436,26  ; 493,51  ; 592,39  ; 166,00  ; 386,82  ; 531,00  ; 625,00  ; 11,80  ; 820,55  ; 216,89  ;1;0;0;1;0;0
;;;25-oct-23 12:13:30; 19,94  ; 10,74  ; 400,98  ; 154,75  ; 190,00  ; 531,93  ; 640,00  ; 746,73  ; 173,00  ; 436,27  ; 493,83  ; 592,47  ; 166,00  ; 387,73  ; 532,00  ; 626,00  ; 11,70  ; 820,32  ; 216,45  ;0;0;0;1;1;0
;;;25-oct-23 12:13:40; 19,94  ; 10,75  ; 400,68  ; 154,81  ; 189,00  ; 530,21  ; 639,00  ; 745,84  ; 173,00  ; 436,36  ; 494,56  ; 592,71  ; 167,00  ; 388,33  ; 533,00  ; 627,00  ; 11,70  ; 819,97  ; 216,17  ;0;0;0;1;1;0
;;;25-oct-23 12:13:50; 19,94  ; 10,77  ; 400,37  ; 154,90  ; 189,00  ; 529,22  ; 638,00  ; 745,02  ; 173,00  ; 436,89  ; 495,46  ; 593,09  ; 167,00  ; 388,69  ; 533,00  ; 627,00  ; 10,90  ; 819,41  ; 215,61  ;0;0;0;1;1;0
